iso3,langKey,langEn,langTh,program,titleEn,titleTh,playUrl,downloadZipUrl,downloadTrack001Url,shareProgUrl
LCP,,Lawa Chang Maw,ละว้าช่างหม้อ,18030,Following Jesus,ติดตามพระเยซู,fivefish.org/T18030,https://files.globalrecordings.net/files/set/mp3-low/18030.zip,fivefish.org/T18030-001.mp3,5fi.sh/T18030
LCP,,Lawa Kawng Lawi,ละว้ากองลอย,18031,God Cares for You,พระเจ้าทรงห่วงใยคุณ,fivefish.org/T18031,https://files.globalrecordings.net/files/set/mp3-low/18031.zip,fivefish.org/T18031-001.mp3,5fi.sh/T18031
LCP,,Lawa La-oop,ละว้าละอุบ,17990,What the Christian Believes,คริสเตียนเชื่ออะไร,fivefish.org/T17990,https://files.globalrecordings.net/files/set/mp3-low/17990.zip,fivefish.org/T17990-001.mp3,5fi.sh/T17990
LWL,,Lawa Northern,ละว้าเหนือ,18010,"Jesus, Stronger Than Satan",พระเยซูมีอำนาจเหนือซาตาน,fivefish.org/T18010,https://files.globalrecordings.net/files/set/mp3-low/18010.zip,fivefish.org/T18010-001.mp3,5fi.sh/T18010
LWL,,Lawa Papae,ละว้าป่าแป๋,18011,Freedom in Christ,เสรีภาพในพระคริสต์,fivefish.org/T18011,https://files.globalrecordings.net/files/set/mp3-low/18011.zip,fivefish.org/T18011-001.mp3,5fi.sh/T18011
LIS,,Lisu Northern,ลีซูเหนือ,32610,Songs & Messages,เพลงและคำสอน,fivefish.org/T32610,https://files.globalrecordings.net/files/set/mp3-low/32610.zip,fivefish.org/T32610-001.mp3,5fi.sh/T32610
LIS,,Lisu Southern,ลีซูใต้,80711,Good News,ข่าวประเสริฐ,fivefish.org/T80711,https://files.globalrecordings.net/files/set/mp3-low/80711.zip,fivefish.org/T80711-001.mp3,5fi.sh/T80711
LIS,,Lisu Southern,ลีซูใต้,80722,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T80722,https://files.globalrecordings.net/files/set/mp3-low/80722.zip,fivefish.org/T80722-001.mp3,5fi.sh/T80722
LIS,,Lisu Southern,ลีซูใต้,80721,Songs,เพลง,fivefish.org/T80721,https://files.globalrecordings.net/files/set/mp3-low/80721.zip,fivefish.org/T80721-001.mp3,5fi.sh/T80721
LIS,,Lisu Southern,ลีซูใต้,5820,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T5820,https://files.globalrecordings.net/files/set/mp3-low/5820.zip,fivefish.org/T5820-001.mp3,5fi.sh/T5820
LIS,,Lisu Southern,ลีซูใต้,27160,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T27160,https://files.globalrecordings.net/files/set/mp3-low/27160.zip,fivefish.org/T27160-001.mp3,5fi.sh/T27160
LIS,,Lisu White,ลีซูขาว,80831,Good News,ข่าวประเสริฐ,fivefish.org/T80831,https://files.globalrecordings.net/files/set/mp3-low/80831.zip,fivefish.org/T80831-001.mp3,5fi.sh/T80831
KHB,,Lu,ลู,9311,Words of Life,พระคำแห่งชีวิต,fivefish.org/T9311,https://files.globalrecordings.net/files/set/mp3-low/9311.zip,fivefish.org/T9311-001.mp3,5fi.sh/T9311
MFA,,Malay Pattani,มาเลปัตตานี,3841,Songs,เพลง,fivefish.org/T3841,https://files.globalrecordings.net/files/set/mp3-low/3841.zip,fivefish.org/T3841-001.mp3,5fi.sh/T3841
MFA,,Malay Pattani,มาเลปัตตานี,26111,Words of Life 01,พระคำแห่งชีวิต 01,fivefish.org/T26111,https://files.globalrecordings.net/files/set/mp3-low/26111.zip,fivefish.org/T26111-001.mp3,5fi.sh/T26111
MFA,,Malay Pattani,มาเลปัตตานี,27211,Words of Life 02,พระคำแห่งชีวิต 02,fivefish.org/T27211,https://files.globalrecordings.net/files/set/mp3-low/27211.zip,fivefish.org/T27211-001.mp3,5fi.sh/T27211
MFA,,Malay Pattani,มาเลปัตตานี,27220,Words of Life 03,พระคำแห่งชีวิต 03,fivefish.org/T27220,https://files.globalrecordings.net/files/set/mp3-low/27220.zip,fivefish.org/T27220-001.mp3,5fi.sh/T27220
MFA,,Malay Pattani,มาเลปัตตานี,27221,Words of Life 04,พระคำแห่งชีวิต 04,fivefish.org/T27221,https://files.globalrecordings.net/files/set/mp3-low/27221.zip,fivefish.org/T27221-001.mp3,5fi.sh/T27221
MFA,,Malay Pattani,มาเลปัตตานี,27230,Words of Life 05,พระคำแห่งชีวิต 05,fivefish.org/T27230,https://files.globalrecordings.net/files/set/mp3-low/27230.zip,fivefish.org/T27230-001.mp3,5fi.sh/T27230
MFA,,Malay Pattani,มาเลปัตตานี,27231,Words of Life 06,พระคำแห่งชีวิต 06,fivefish.org/T27231,https://files.globalrecordings.net/files/set/mp3-low/27231.zip,fivefish.org/T27231-001.mp3,5fi.sh/T27231
MFA,,Malay Pattani,มาเลปัตตานี,27240,Words of Life 07,พระคำแห่งชีวิต 07,fivefish.org/T27240,https://files.globalrecordings.net/files/set/mp3-low/27240.zip,fivefish.org/T27240-001.mp3,5fi.sh/T27240
MFA,,Malay Pattani,มาเลปัตตานี,78071,Words of Life 08 - Why Jesus Died,พระคำแห่งชีวิต 08 - ทำไมพระเยซูจึงต้องตาย,fivefish.org/T78071,https://files.globalrecordings.net/files/set/mp3-low/78071.zip,fivefish.org/T78071-001.mp3,5fi.sh/T78071
MFA,,Malay Pattani,มาเลปัตตานี,78072,Words of Life 09 - Fear of Evil Spirits,พระคำแห่งชีวิต 09 - กลัววิญญาณชั่ว,fivefish.org/T78072,https://files.globalrecordings.net/files/set/mp3-low/78072.zip,fivefish.org/T78072-001.mp3,5fi.sh/T78072
MFA,,Malay Pattani,มาเลปัตตานี,78076,Words of Life 10 - Life After Death,พระคำแห่งชีวิต 10 - ชีวิตหลังความตาย,fivefish.org/T78076,https://files.globalrecordings.net/files/set/mp3-low/78076.zip,fivefish.org/T78076-001.mp3,5fi.sh/T78076
MFA,,Malay Pattani,มาเลปัตตานี,78073,Words of Life 11 - How Christians Live,พระคำแห่งชีวิต 11 - การดำเนินชีวิตคริสเตียน,fivefish.org/T78073,https://files.globalrecordings.net/files/set/mp3-low/78073.zip,fivefish.org/T78073-001.mp3,5fi.sh/T78073
MFA,,Malay Pattani,มาเลปัตตานี,78074,Words of Life 12 - Prayer,พระคำแห่งชีวิต 12 - การอธิษฐาน,fivefish.org/T78074,https://files.globalrecordings.net/files/set/mp3-low/78074.zip,fivefish.org/T78074-001.mp3,5fi.sh/T78074
MFA,,Malay Pattani,มาเลปัตตานี,78075,"Words of Life 13 - God, Jesus Christ",พระคำแห่งชีวิต 13 - พระเจ้า พระเยซูคริสต์,fivefish.org/T78075,https://files.globalrecordings.net/files/set/mp3-low/78075.zip,fivefish.org/T78075-001.mp3,5fi.sh/T78075
ZSM,,Malay Standard,มลายูกลาง,2691,Words of Life,พระคำแห่งชีวิต,fivefish.org/T2691,https://files.globalrecordings.net/files/set/mp3-low/2691.zip,fivefish.org/T2691-001.mp3,5fi.sh/T2691
CMN,,Mandarin,จีนกลาง,2591,Becoming a Friend of God,เป็นเพื่อนของพระเจ้า,fivefish.org/T2591,https://files.globalrecordings.net/files/set/mp3-low/2591.zip,fivefish.org/T2591-001.mp3,5fi.sh/T2591
CMN,,Mandarin,จีนกลาง,80890,Good News,ข่าวประเสริฐ,fivefish.org/T80890,https://files.globalrecordings.net/files/set/mp3-low/80890.zip,fivefish.org/T80890-001.mp3,5fi.sh/T80890
CMN,,Mandarin,จีนกลาง,64259,Good News - Female,ข่าวประเสริฐ – ผู้หญิง,fivefish.org/T64259,https://files.globalrecordings.net/files/set/mp3-low/64259.zip,fivefish.org/T64259-001.mp3,5fi.sh/T64259
CMN,,Mandarin,จีนกลาง,62908,Good News^ for university students,ข่าวประเสริฐ – สำหรับนักศึกษามหาวิทยาลัย,fivefish.org/T62908,https://files.globalrecordings.net/files/set/mp3-low/62908.zip,fivefish.org/T62908-001.mp3,5fi.sh/T62908
CMN,,Mandarin,จีนกลาง,80921,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T80921,https://files.globalrecordings.net/files/set/mp3-low/80921.zip,fivefish.org/T80921-001.mp3,5fi.sh/T80921
CMN,,Mandarin,จีนกลาง,80922,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T80922,https://files.globalrecordings.net/files/set/mp3-low/80922.zip,fivefish.org/T80922-001.mp3,5fi.sh/T80922
CMN,,Mandarin,จีนกลาง,80901,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T80901,https://files.globalrecordings.net/files/set/mp3-low/80901.zip,fivefish.org/T80901-001.mp3,5fi.sh/T80901
CMN,,Mandarin,จีนกลาง,80892,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T80892,https://files.globalrecordings.net/files/set/mp3-low/80892.zip,fivefish.org/T80892-001.mp3,5fi.sh/T80892
CMN,,Mandarin,จีนกลาง,80893,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T80893,https://files.globalrecordings.net/files/set/mp3-low/80893.zip,fivefish.org/T80893-001.mp3,5fi.sh/T80893
CMN,,Mandarin,จีนกลาง,80923,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T80923,https://files.globalrecordings.net/files/set/mp3-low/80923.zip,fivefish.org/T80923-001.mp3,5fi.sh/T80923
CMN,,Mandarin,จีนกลาง,80924,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T80924,https://files.globalrecordings.net/files/set/mp3-low/80924.zip,fivefish.org/T80924-001.mp3,5fi.sh/T80924
CMN,,Mandarin,จีนกลาง,80925,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T80925,https://files.globalrecordings.net/files/set/mp3-low/80925.zip,fivefish.org/T80925-001.mp3,5fi.sh/T80925
CMN,,Mandarin,จีนกลาง,30090,Portrait of Jesus (Modern),ชีวิตของพระเยซู (Modern),fivefish.org/T30090,https://files.globalrecordings.net/files/set/mp3-low/30090.zip,fivefish.org/T30090-001.mp3,5fi.sh/T30090
CMN,,Mandarin,จีนกลาง,30091,Portrait of Jesus (Union),ชีวิตของพระเยซู (Union),fivefish.org/T30091,https://files.globalrecordings.net/files/set/mp3-low/30091.zip,fivefish.org/T30091-001.mp3,5fi.sh/T30091
CMN,,Mandarin,จีนกลาง,62646,The Living Christ 1-63,ชีวิตของพระคริสต์ 1-63,fivefish.org/T62646,https://files.globalrecordings.net/files/set/mp3-low/62646.zip,fivefish.org/T62646-001.mp3,5fi.sh/T62646
CMN,,Mandarin,จีนกลาง,62647,The Living Christ 64-120,ชีวิตของพระคริสต์ 64-120,fivefish.org/T62647,https://files.globalrecordings.net/files/set/mp3-low/62647.zip,fivefish.org/T62647-001.mp3,5fi.sh/T62647
CMN,,Mandarin,จีนกลาง,29260,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T29260,https://files.globalrecordings.net/files/set/mp3-low/29260.zip,fivefish.org/T29260-001.mp3,5fi.sh/T29260
CMN,,Mandarin,จีนกลาง,29261,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T29261,https://files.globalrecordings.net/files/set/mp3-low/29261.zip,fivefish.org/T29261-001.mp3,5fi.sh/T29261
MWT,,Moken,มอแกน,37926,Good News,ข่าวประเสริฐ,fivefish.org/T37926,https://files.globalrecordings.net/files/set/mp3-low/37926.zip,fivefish.org/T37926-001.mp3,5fi.sh/T37926
MWT,,Moken,มอแกน,64535,Gospel of Luke Ch 01-06,พระกิตติคุณลูกา บทที่ 01-06,fivefish.org/T64535,https://files.globalrecordings.net/files/set/mp3-low/64535.zip,fivefish.org/T64535-001.mp3,5fi.sh/T64535
MWT,,Moken,มอแกน,64536,Gospel of Luke Ch 07-11,พระกิตติคุณลูกา บทที่ 07-11,fivefish.org/T64536,https://files.globalrecordings.net/files/set/mp3-low/64536.zip,fivefish.org/T64536-001.mp3,5fi.sh/T64536
MWT,,Moken,มอแกน,64537,Gospel of Luke Ch 12-18,พระกิตติคุณลูกา บทที่ 12-18,fivefish.org/T64537,https://files.globalrecordings.net/files/set/mp3-low/64537.zip,fivefish.org/T64537-001.mp3,5fi.sh/T64537
MWT,,Moken,มอแกน,64538,Gospel of Luke Ch 19-24,พระกิตติคุณลูกา บทที่ 19-24,fivefish.org/T64538,https://files.globalrecordings.net/files/set/mp3-low/64538.zip,fivefish.org/T64538-001.mp3,5fi.sh/T64538
MWT,,Moken,มอแกน,4871,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T4871,https://files.globalrecordings.net/files/set/mp3-low/4871.zip,fivefish.org/T4871-001.mp3,5fi.sh/T4871
MWT,,Moken,มอแกน,9791,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T9791,https://files.globalrecordings.net/files/set/mp3-low/9791.zip,fivefish.org/T9791-001.mp3,5fi.sh/T9791
MNW,,Mon,มอญ,80865,Good News,ข่าวประเสริฐ,fivefish.org/T80865,https://files.globalrecordings.net/files/set/mp3-low/80865.zip,fivefish.org/T80865-001.mp3,5fi.sh/T80865
MNW,,Mon,มอญ,7821,Words of Life,พระคำแห่งชีวิต,fivefish.org/T7821,https://files.globalrecordings.net/files/set/mp3-low/7821.zip,fivefish.org/T7821-001.mp3,5fi.sh/T7821
MNW,,Mon Takanoon,มอญ ทาคานูน,9321,Words of Life,พระคำแห่งชีวิต,fivefish.org/T9321,https://files.globalrecordings.net/files/set/mp3-low/9321.zip,fivefish.org/T9321-001.mp3,5fi.sh/T9321
NPI,,Nepali,เนปาล,64238,Good News,ข่าวประเสริฐ,fivefish.org/T64238,https://files.globalrecordings.net/files/set/mp3-low/64238.zip,fivefish.org/T64238-001.mp3,5fi.sh/T64238
NPI,,Nepali,เนปาล,64085,Promises of God,พระสัญญาของพระเจ้า,fivefish.org/T64085,https://files.globalrecordings.net/files/set/mp3-low/64085.zip,fivefish.org/T64085-001.mp3,5fi.sh/T64085
NPI,,Nepali,เนปาล,62307,Testimony,คำพยาน,fivefish.org/T62307,https://files.globalrecordings.net/files/set/mp3-low/62307.zip,fivefish.org/T62307-001.mp3,5fi.sh/T62307
NPI,,Nepali Bhutan,เนปาล ภูฏาน,80350,Good News,ข่าวประเสริฐ,fivefish.org/T80350,https://files.globalrecordings.net/files/set/mp3-low/80350.zip,fivefish.org/T80350-001.mp3,5fi.sh/T80350
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,65455,After the Earthquake,หลังเกิดแผ่นดินไหว,fivefish.org/T65455,https://files.globalrecordings.net/files/set/mp3-low/65455.zip,fivefish.org/T65455-001.mp3,5fi.sh/T65455
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,27110,Are You Happy?,คุณมีความสุขไหม?,fivefish.org/T27110,https://files.globalrecordings.net/files/set/mp3-low/27110.zip,fivefish.org/T27110-001.mp3,5fi.sh/T27110
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,37696,Christmas & Easter,คริสต์มาสและอีสเตอร์,fivefish.org/T37696,https://files.globalrecordings.net/files/set/mp3-low/37696.zip,fivefish.org/T37696-001.mp3,5fi.sh/T37696
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,37694,Follow Up,ติดตาม,fivefish.org/T37694,https://files.globalrecordings.net/files/set/mp3-low/37694.zip,fivefish.org/T37694-001.mp3,5fi.sh/T37694
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,75099,Follow Up Messages,ติดตามข้อความ,fivefish.org/T75099,https://files.globalrecordings.net/files/set/mp3-low/75099.zip,fivefish.org/T75099-001.mp3,5fi.sh/T75099
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,32951,Good News,ข่าวประเสริฐ,fivefish.org/T32951,https://files.globalrecordings.net/files/set/mp3-low/32951.zip,fivefish.org/T32951-001.mp3,5fi.sh/T32951
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,37693,Gospel,พระกิตติคุณ,fivefish.org/T37693,https://files.globalrecordings.net/files/set/mp3-low/37693.zip,fivefish.org/T37693-001.mp3,5fi.sh/T37693
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,79174,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T79174,https://files.globalrecordings.net/files/set/mp3-low/79174.zip,fivefish.org/T79174-001.mp3,5fi.sh/T79174
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,79180,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T79180,https://files.globalrecordings.net/files/set/mp3-low/79180.zip,fivefish.org/T79180-001.mp3,5fi.sh/T79180
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,31200,Songs,เพลง,fivefish.org/T31200,https://files.globalrecordings.net/files/set/mp3-low/31200.zip,fivefish.org/T31200-001.mp3,5fi.sh/T31200
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,37695,Student,นักศึกษา,fivefish.org/T37695,https://files.globalrecordings.net/files/set/mp3-low/37695.zip,fivefish.org/T37695-001.mp3,5fi.sh/T37695
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,3080,Words of Life,พระคำแห่งชีวิต,fivefish.org/T3080,https://files.globalrecordings.net/files/set/mp3-low/3080.zip,fivefish.org/T3080-001.mp3,5fi.sh/T3080
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,3090,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T3090,https://files.globalrecordings.net/files/set/mp3-low/3090.zip,fivefish.org/T3090-001.mp3,5fi.sh/T3090
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,20731,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T20731,https://files.globalrecordings.net/files/set/mp3-low/20731.zip,fivefish.org/T20731-001.mp3,5fi.sh/T20731
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,20700,Words of Life 3,พระคำแห่งชีวิต 3,fivefish.org/T20700,https://files.globalrecordings.net/files/set/mp3-low/20700.zip,fivefish.org/T20700-001.mp3,5fi.sh/T20700
NPI,,Nepali Kathmandu,เนปาล กาฐมาณฑุ,20781,Words of Life 4,พระคำแห่งชีวิต 4,fivefish.org/T20781,https://files.globalrecordings.net/files/set/mp3-low/20781.zip,fivefish.org/T20781-001.mp3,5fi.sh/T20781
ACN,,Ngochang,งอชาง,22510,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T22510,https://files.globalrecordings.net/files/set/mp3-low/22510.zip,fivefish.org/T22510-001.mp3,5fi.sh/T22510
ACN,,Ngochang,งอชาง,22511,Words of Life 2,พระคำแห่งชีวิต 2,fivefish.org/T22511,https://files.globalrecordings.net/files/set/mp3-low/22511.zip,fivefish.org/T22511-001.mp3,5fi.sh/T22511
CBN,,Nyah Kur,ญัฮกุร,64992,Creation Songs,เพลงการทรงสร้าง,fivefish.org/T64992,https://files.globalrecordings.net/files/set/mp3-low/64992.zip,fivefish.org/T64992-001.mp3,5fi.sh/T64992
CBN,,Nyah Kur,ญัฮกุร,64993,Good News 1,ข่าวประเสริฐ 1,fivefish.org/T64993,https://files.globalrecordings.net/files/set/mp3-low/64993.zip,fivefish.org/T64993-001.mp3,5fi.sh/T64993
CBN,,Nyah Kur,ญัฮกุร,64994,Good News 2,ข่าวประเสริฐ 2,fivefish.org/T64994,https://files.globalrecordings.net/files/set/mp3-low/64994.zip,fivefish.org/T64994-001.mp3,5fi.sh/T64994
CBN,,Nyah Kur,ญัฮกุร,65333,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T65333,https://files.globalrecordings.net/files/set/mp3-low/65333.zip,fivefish.org/T65333-001.mp3,5fi.sh/T65333
CBN,,Nyah Kur,ญัฮกุร,65334,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T65334,https://files.globalrecordings.net/files/set/mp3-low/65334.zip,fivefish.org/T65334-001.mp3,5fi.sh/T65334
CBN,,Nyah Kur,ญัฮกุร,65655,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T65655,https://files.globalrecordings.net/files/set/mp3-low/65655.zip,fivefish.org/T65655-001.mp3,5fi.sh/T65655
CBN,,Nyah Kur,ญัฮกุร,64995,Prodigal Son,บุตรน้อยหลงหาย,fivefish.org/T64995,https://files.globalrecordings.net/files/set/mp3-low/64995.zip,fivefish.org/T64995-001.mp3,5fi.sh/T64995
NYW,,Nyaw,ญ้อ,65961,Becoming a Friend of God,เป็นเพื่อนของพระเจ้า,fivefish.org/T65961,https://files.globalrecordings.net/files/set/mp3-low/65961.zip,fivefish.org/T65961-001.mp3,5fi.sh/T65961
RYN,,Okinawan,โอกินา,2951,Words of Life ,พระคำแห่งชีวิต,fivefish.org/T2951,https://files.globalrecordings.net/files/set/mp3-low/2951.zip,fivefish.org/T2951-001.mp3,5fi.sh/T2951
PRT,,Phai Central,ไปรกลาง,11340,Words of Life w/ PHAI: Southern,พระคำแห่งชีวิต ไปร: ใต้,fivefish.org/T11340,https://files.globalrecordings.net/files/set/mp3-low/11340.zip,fivefish.org/T11340-001.mp3,5fi.sh/T11340
MLF,,Phai Northern,ไปรเหนือ,11341,Words of Life,พระคำแห่งชีวิต,fivefish.org/T11341,https://files.globalrecordings.net/files/set/mp3-low/11341.zip,fivefish.org/T11341-001.mp3,5fi.sh/T11341
PRT,,Phai Southern,ไปรใต้,11330,Words of Life,พระคำแห่งชีวิต,fivefish.org/T11330,https://files.globalrecordings.net/files/set/mp3-low/11330.zip,fivefish.org/T11330-001.mp3,5fi.sh/T11330
PHT,,Phu Thai,ภูไท,18081,Words of Life,พระคำแห่งชีวิต,fivefish.org/T18081,https://files.globalrecordings.net/files/set/mp3-low/18081.zip,fivefish.org/T18081-001.mp3,5fi.sh/T18081
PHT,,Phu Thai Na Kae,ภูไท นาแก,63894,Good News 1-22 and Testimony,ข่าวประเสริฐ 1-22 และคำพยาน,fivefish.org/T63894,https://files.globalrecordings.net/files/set/mp3-low/63894.zip,fivefish.org/T63894-001.mp3,5fi.sh/T63894
PHT,,Phu Thai Na Kae,ภูไท นาแก,63895,Good News 23-40,ข่าวประเสริฐ 23-40,fivefish.org/T63895,https://files.globalrecordings.net/files/set/mp3-low/63895.zip,fivefish.org/T63895-001.mp3,5fi.sh/T63895
PHT,,Phu Thai Renu,ภูไท เรณู,63892,Good News 1-22 and Testimony,ข่าวประเสริฐ 1-22 และคำพยาน,fivefish.org/T63892,https://files.globalrecordings.net/files/set/mp3-low/63892.zip,fivefish.org/T63892-001.mp3,5fi.sh/T63892
PHT,,Phu Thai Renu,ภูไท เรณู,63893,Good News 23-40,ข่าวประเสริฐ 23-40,fivefish.org/T63893,https://files.globalrecordings.net/files/set/mp3-low/63893.zip,fivefish.org/T63893-001.mp3,5fi.sh/T63893
PHT,,Phu Thai Renu,ภูไท เรณู,65751,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T65751,https://files.globalrecordings.net/files/set/mp3-low/65751.zip,fivefish.org/T65751-001.mp3,5fi.sh/T65751
PHT,,Phu Thai Renu,ภูไท เรณู,65752,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T65752,https://files.globalrecordings.net/files/set/mp3-low/65752.zip,fivefish.org/T65752-001.mp3,5fi.sh/T65752
PHT,,Phu Thai Renu,ภูไท เรณู,66545,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T66545,https://files.globalrecordings.net/files/set/mp3-low/66545.zip,fivefish.org/T66545-001.mp3,5fi.sh/T66545
CMN,,Pinghua Guangxi Nanning,จีนกวางสี หนานหนิง,32211,Becoming a Friend of God,เป็นเพื่อนของพระเจ้า,fivefish.org/T32211,https://files.globalrecordings.net/files/set/mp3-low/32211.zip,fivefish.org/T32211-001.mp3,5fi.sh/T32211
SKB,,Saek,แสก,24620,Words of Life,พระคำแห่งชีวิต,fivefish.org/T24620,https://files.globalrecordings.net/files/set/mp3-low/24620.zip,fivefish.org/T24620-001.mp3,5fi.sh/T24620
SHN,,Shan,ไทใหญ่,80859,Good News,ข่าวประเสริฐ,fivefish.org/T80859,https://files.globalrecordings.net/files/set/mp3-low/80859.zip,fivefish.org/T80859-001.mp3,5fi.sh/T80859
SHN,,Shan,ไทใหญ่,62897,LLL 1 Beginning with GOD,LLL 1 เริ่มต้นกับพระเจ้า,fivefish.org/T62897,https://files.globalrecordings.net/files/set/mp3-low/62897.zip,fivefish.org/T62897-001.mp3,5fi.sh/T62897
SHN,,Shan,ไทใหญ่,62898,LLL 2 Mighty Men of GOD,LLL 2 ผู้ได้รับอำนาจจากพระเจ้า,fivefish.org/T62898,https://files.globalrecordings.net/files/set/mp3-low/62898.zip,fivefish.org/T62898-001.mp3,5fi.sh/T62898
SHN,,Shan,ไทใหญ่,62899,LLL 3 Victory through GOD,LLL 3 ชัยชนะโดยพระเจ้า,fivefish.org/T62899,https://files.globalrecordings.net/files/set/mp3-low/62899.zip,fivefish.org/T62899-001.mp3,5fi.sh/T62899
SHN,,Shan,ไทใหญ่,62900,LLL 4 Servants of GOD,LLL 4 ผู้รับใช้ของพระเจ้า,fivefish.org/T62900,https://files.globalrecordings.net/files/set/mp3-low/62900.zip,fivefish.org/T62900-001.mp3,5fi.sh/T62900
SHN,,Shan,ไทใหญ่,63416,LLL 5 On Trial for GOD,LLL 5 การทดสอบเพื่อพระเจ้า,fivefish.org/T63416,https://files.globalrecordings.net/files/set/mp3-low/63416.zip,fivefish.org/T63416-001.mp3,5fi.sh/T63416
SHN,,Shan,ไทใหญ่,63417,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,fivefish.org/T63417,https://files.globalrecordings.net/files/set/mp3-low/63417.zip,fivefish.org/T63417-001.mp3,5fi.sh/T63417
SHN,,Shan,ไทใหญ่,63878,LLL 7 JESUS - Lord & Saviour,LLL 7 พระเยซูเป็นพระเจ้าและพระผู้ช่วยให้รอด,fivefish.org/T63878,https://files.globalrecordings.net/files/set/mp3-low/63878.zip,fivefish.org/T63878-001.mp3,5fi.sh/T63878
SHN,,Shan,ไทใหญ่,63879,LLL 8 Acts of the HOLY SPIRIT,LLL 8 การงานของพระวิญญาณบริสุทธิ์,fivefish.org/T63879,https://files.globalrecordings.net/files/set/mp3-low/63879.zip,fivefish.org/T63879-001.mp3,5fi.sh/T63879
SHN,,Shan,ไทใหญ่,80866,The Living Christ - Lessons 1 & 2,ชีวิตของพระคริสต์ - บทที่ 1 & 2,fivefish.org/T80866,https://files.globalrecordings.net/files/set/mp3-low/80866.zip,fivefish.org/T80866-001.mp3,5fi.sh/T80866
SHN,,Shan,ไทใหญ่,62783,The Living Christ - Lessons 3 & 4,ชีวิตของพระคริสต์ - บทที่ 3 & 4,fivefish.org/T62783,https://files.globalrecordings.net/files/set/mp3-low/62783.zip,fivefish.org/T62783-001.mp3,5fi.sh/T62783
SHN,,Shan,ไทใหญ่,6821,Words of Life 1,พระคำแห่งชีวิต 1,fivefish.org/T6821,https://files.globalrecordings.net/files/set/mp3-low/6821.zip,fivefish.org/T6821-001.mp3,5fi.sh/T6821
