id,iso3,langID,langEn,langTh,titleEn,titleTh,verseEn,verseTh,playUrl,downloadTrack001Url,downloadZipUrl,program,shareProgUrl,,,
2721,LAO,999,Lao,ลาว,Words of Life,พระคำแห่งชีวิต,John 10:14-15 I am the good shepherd; I know My sheep and My sheep know Me—just as the Father knows Me and I know the Father—and I lay down My life for the sheep.,ยอห์น 10:14-15 เรา​เป็น​คน​เลี้ยง​แกะ​ที่​ดี เรา​รู้จัก​แกะ​ของ​เรา และ​แกะ​ก็​รู้จัก​เรา​ด้วย เหมือน​กับ​ที่​พระบิดา​รู้จัก​เรา​และ​เรา​ก็​รู้จัก​พระบิดา เรา​สละ​ชีวิต​ของ​เรา​เพื่อ​รักษา​แกะ​ของ​เรา​ให้​รอด,fivefish.org/T2721,fivefish.org/T2721-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/2721.zip,2721,5fi.sh/T2721,,,
34271,SOA,16824,Lao Song Dam,ลาวโซ่งดำ,Good News,ข่าวประเสริฐ,"John 10:27 My sheep listen to My voice; I know them, and they follow Me.",ยอห์น 10:27 แกะ​ของ​เรา​จะ​ฟัง​เสียง​เรา และ​เรา​ก็​รู้จัก​แกะ​ของ​เรา และ​แกะ​ของ​เรา​จะ​ตาม​เรา​ไป,fivefish.org/T34271,fivefish.org/T34271-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/34271.zip,34271,5fi.sh/T34271,,,
34270,SOA,16824,Lao Song Dam,ลาวโซ่งดำ,Testimonies & Songs,คำพยาน & เพลง,"John 13:34 A new command I give you: Love one another. As I have loved you, so you must love one another.",ยอห์น 13:34 เรา​จะ​ให้​คำสั่ง​ใหม่​กับ​พวก​คุณ คือ​ให้​รัก​ซึ่ง​กัน​และ​กัน พวก​คุณ​ต้อง​รัก​กัน​เหมือน​กับ​ที่​เรา​รัก​คุณ,fivefish.org/T34270,fivefish.org/T34270-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/34270.zip,34270,5fi.sh/T34270,,,
35532,SOA,16824,Lao Song Dam,ลาวโซ่งดำ,Words of Life & Story of Joseph,พระคำแห่งชีวิต & เรื่องราวของโยเซฟ,"John 13:35 By this everyone will know that you are My disciples, if you love one another.",ยอห์น 13:35 ถ้า​พวก​คุณ​รัก​กัน ทุก​คน​ก็​จะ​รู้​ว่า​คุณ​เป็น​ศิษย์​ของ​เรา,fivefish.org/T35532,fivefish.org/T35532-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/35532.zip,35532,5fi.sh/T35532,,,
18020,LCP,3124,Lawa Ban Dong,ละว้าบ้านดง,"Jesus, The Living Water",พระเยซูผู้ทรงเป็นน้ำแห่งชีวิต,"John 14:21 Whoever has My commands and obeys them, he is the one who loves Me. He who loves Me will be loved by My Father, and I too will love him and show Myself to him.",ยอห์น 14:21 คน​ที่​รู้จัก​คำ​สั่งสอน​ของ​เรา​และ​ทำ​ตาม​ก็​เป็น​คน​ที่​รัก​เรา พระบิดา​จะ​รัก​คน​ที่​รัก​เรา​ด้วย เรา​ก็​จะ​รัก​พวก​เขา​และ​จะ​ปรากฏ​ตัว​ให้​พวก​เขา​เห็น,fivefish.org/T18020,fivefish.org/T18020-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/18020.zip,18020,5fi.sh/T18020,,,
18021,LCP,3125,Lawa Ban Sam,ละว้าบ้านสาม,Christ & His Resurrection,การฟื้นคืนพระชนม์ของพระเยซูคริสต์,John 14:27 Peace I leave with you; My peace I give you. I do not give to you as the world gives. Do not let your hearts be troubled and do not be afraid.,ยอห์น 14:27 เรา​ได้​ให้​สันติสุข​ไว้​กับ​คุณ สันติสุข​ที่​เรา​ให้​นี้​ไม่​เหมือน​กับ​ที่​โลก​ให้ ดังนั้น​คุณ​จึง​ไม่​ต้อง​ทุกข์ใจ หรือ​หวาดกลัว​เลย,fivefish.org/T18021,fivefish.org/T18021-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/18021.zip,18021,5fi.sh/T18021,,,
18030,LCP,2187,Lawa Chang Maw,ละว้าช่างหม้อ,Following Jesus,ติดตามพระเยซู,"John 14:6 Jesus answered, ""I am the way and the truth and the life. No one comes to the Father except through Me.""","ยอห์น 14:6 พระเยซู​บอก​ว่า ""เรา​เป็น​ทาง​นั้น เป็น​ความจริง​และ​เป็น​ชีวิต ไม่​มี​ใคร​ไป​ถึง​พระบิดา​ได้​นอก​จาก​มา​ทาง​เรา""",fivefish.org/T18030,fivefish.org/T18030-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/18030.zip,18030,5fi.sh/T18030,,,
18031,LCP,2404,Lawa Kawng Lawi,ละว้ากองลอย,God Cares for You,พระเจ้าทรงห่วงใยคุณ,"John 15:7 If you remain in Me and My Words remain in you, ask whatever you wish, and it will be given you.",ยอห์น 15:7 ถ้า​พวก​คุณ​ติด​สนิท​กับ​เรา และ​คำ​สั่งสอน​ของ​เรา​ติด​สนิท​กับ​คุณ ไม่ว่า​คุณ​จะ​ขอ​อะไร​มัน​ก็​จะ​เป็น​อย่าง​นั้น,fivefish.org/T18031,fivefish.org/T18031-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/18031.zip,18031,5fi.sh/T18031,,,
17990,LCP,1154,Lawa La-oop,ละว้าละอุบ,What the Christian Believes,คริสเตียนเชื่ออะไร,"John 5:24 I tell you the truth, whoever hears My Word and believes Him who sent Me has eternal life and will not be condemned; he has crossed over from death to life.",ยอห์น 5:24 เรา​จะ​บอก​ให้​รู้​ว่า คน​ที่​ฟัง​คำพูด​เรา​และ​ไว้วางใจ​พระองค์​ผู้​ส่ง​เรา​มา ก็​มี​ชีวิต​กับ​พระเจ้า​ตลอด​ไป และ​เขา​จะ​ไม่​ถูก​ตัดสินลงโทษ เขา​ได้​ผ่านพ้น​ความตาย​ไป​สู่​ชีวิต​แล้ว,fivefish.org/T17990,fivefish.org/T17990-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/17990.zip,17990,5fi.sh/T17990,,,
18010,LWL,2188,Lawa Northern,ละว้าเหนือ,"Jesus, Stronger Than Satan",พระเยซูมีอำนาจเหนือซาตาน,"Acts 1:8 But you will receive power when the Holy Spirit comes on you; and you will be My witnesses in Jerusalem, and in all Judea and Samaria, and to the ends of the earth.",กิจการ 1:8 เมื่อ​พระวิญญาณ​บริสุทธิ์​มา​อยู่​กับ​พวกคุณ พวก​คุณ​ก็​จะ​ได้รับ​ฤทธิ์เดช และ​จะ​เป็น​พยาน​เล่า​เรื่อง​ของ​เรา​ให้​คน​ฟัง ทั่ว​เมือง​เยรูซาเล็ม ใน​แคว้น​ยูเดีย ใน​แคว้น​สะมาเรีย และ​ทุก​หน​แห่ง​ใน​โลกนี้,fivefish.org/T18010,fivefish.org/T18010-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/18010.zip,18010,5fi.sh/T18010,,,
18011,LWL,3126,Lawa Papae,ละว้าป่าแป๋,Freedom in Christ,เสรีภาพในพระคริสต์,Acts 24:16 So I strive always to keep my conscience clear before God and man.,กิจการ 24:16 ผม​จึง​พยายาม​ทำ​ดี​ที่สุด เพื่อ​จะ​ได้​มี​จิต​สำนึก​ที่​ถูกต้อง​ต่อหน้า​พระเจ้า​และ​มนุษย์​ทุก​คน,fivefish.org/T18011,fivefish.org/T18011-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/18011.zip,18011,5fi.sh/T18011,,,
32610,LIS,13005,Lisu Northern,ลีซูเหนือ,Songs & Messages,เพลงและคำสอน,"Acts 4:12 Salvation is found in no one else, for there is no other Name under heaven given to mankind by which we must be saved.",กิจการ 4:12 นอกจาก​พระเยซู​แล้ว ไม่​มี​ใคร​ที่​จะ​ให้​ความ​รอด​กับ​เรา​ได้ ไม่​มี​ชื่อ​อื่น​ภายใต้​ฟ้านี้ ที่​จะ​ทำ​ให้​มนุษย์​รอด​ได้,fivefish.org/T32610,fivefish.org/T32610-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/32610.zip,32610,5fi.sh/T32610,,,
80711,LIS,482,Lisu Southern,ลีซูใต้,Good News,ข่าวประเสริฐ,"Acts 4:13 When they saw the courage of Peter and John and realized that they were unschooled, ordinary men, they were astonished and they took note that these men had been with Jesus.",กิจการ 4:13 เมื่อ​พวก​ผู้นำ​ชาว​ยิว​เห็น​ถึง​ความ​กล้าหาญ​ของ​เปโตร​กับ​ยอห์น และ​เห็น​ว่า​ทั้ง​สอง​เป็น​แค่​คน​ธรรมดาๆ​ที่​ไม่​ได้รับ​การ​ศึกษา​หรือ​ฝึกฝน​อะไร​มา​เป็น​พิเศษ พวก​เขา​ก็​ยิ่ง​แปลกใจ พวก​เขา​ต่าง​ก็​นึก​ขึ้น​มา​ได้​ว่า เปโตร​และ​ยอห์น​เคย​อยู่​กับ​พระเยซู​มา​ก่อน,fivefish.org/T80711,fivefish.org/T80711-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80711.zip,80711,5fi.sh/T80711,,,
80722,LIS,482,Lisu Southern,ลีซูใต้,LLL 6 JESUS - Teacher & Healer,LLL 6 พระเยซูเป็นผู้สอนและผู้รักษา,"Romans 1:16 I am not ashamed of the Gospel, because it is the power of God for the salvation of everyone who believes: first for the Jew, then for the Gentile.",โรม 1:16 ผม​ไม่​ละอาย​เกี่ยวกับ​ข่าวดีนี้​หรอก เพราะ​ข่าวดีนี้​เป็น​ฤทธิ์เดช​ของ​พระเจ้า​ที่​จะ​ช่วย​ชีวิต​ทุก​คน​ที่​ไว้วางใจ​ให้​รอด ช่วย​พวกยิว​ก่อน แล้ว​ต่อมา​ก็​ช่วย​คน​ที่​ไม่​ใช่​ยิว​ด้วย,fivefish.org/T80722,fivefish.org/T80722-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80722.zip,80722,5fi.sh/T80722,,,
80721,LIS,482,Lisu Southern,ลีซูใต้,Songs,เพลง,"Romans 12:1 Therefore, I urge you brothers, in view of God’s mercy, to offer your bodies as living sacrifices, holy and pleasing to God-this is your spiritual act of worship.",โรม 12:1 ดังนั้น​พี่น้อง​ครับ พระเจ้า​ได้​เมตตากรุณา​ต่อ​เรา ผม​ก็​เลย​ขอ​ร้อง​ให้​คุณ​มอบ​ร่างกาย​ของ​คุณ​เป็น​เครื่อง​บูชา​ที่​มี​ชีวิต​อยู่ เป็น​เครื่อง​บูชา​ที่​บริสุทธิ์ และ​เป็น​ที่​พอใจ​ของ​พระเจ้า การ​,fivefish.org/T80721,fivefish.org/T80721-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80721.zip,80721,5fi.sh/T80721,,,
5820,LIS,482,Lisu Southern,ลีซูใต้,Words of Life 1,พระคำแห่งชีวิต 1,"Romans 12:2 Do not conform any longer to the pattern of this world but be transformed by the renewing of your mind. Then you will be able to test and approve what God’s will is - His good, pleasing and perfect will.",โรม 12:2 อย่า​ทำ​ตาม​อย่าง​คน​ใน​โลกนี้ แต่​ขอ​ยอม​ให้​พระเจ้า​เปลี่ยน​แปลง​คุณ คือ​พระองค์​จะ​ให้​จิตใจ​ใหม่​กับ​คุณ​เพื่อ​จะ​ได้​รู้​ว่า​พระเจ้า​ต้อง​การ​อะไร สิ่ง​ไหน​ดี สิ่ง​ไหน​พระองค์​ชอบใจ และ​สิ่ง​ไหน​สมบูรณ์แบบ,fivefish.org/T5820,fivefish.org/T5820-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/5820.zip,5820,5fi.sh/T5820,,,
27160,LIS,482,Lisu Southern,ลีซูใต้,Words of Life 2,พระคำแห่งชีวิต 2,Romans 12:9 Love must be sincere. Hate what is evil; cling to what is good.,โรม 12:9 ให้​รัก​คน​อื่น​ด้วย​ความ​จริงใจ เกลียด​สิ่ง​ชั่วร้าย ยึด​มั่น​สิ่ง​ที่​ดี,fivefish.org/T27160,fivefish.org/T27160-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27160.zip,27160,5fi.sh/T27160,,,
80831,LIS,5143,Lisu White,ลีซูขาว,Good News,ข่าวประเสริฐ,"Romans 15:13 May the God of hope fill you with all joy and peace as you trust in Him, so that you may overflow with hope by the power of the Holy Spirit.",โรม 15:13 ขอ​ให้​พระเจ้า​ผู้​เป็น​แหล่ง​ของ​ความหวัง ช่วย​เติม​ให้​คุณ​เต็มเปี่ยม​บริบูรณ์​ไป​ด้วย​ความ​ชื่นชม​ยินดี​และ​สันติสุข ตาม​ความ​ไว้วางใจ​ที่​คุณ​มี​ใน​พระองค์ เพื่อ​คุณ​จะ​ได้​มี​ความหวัง​อย่าง​เหลือล้น ด้วย​อำนาจ​ของ​พระวิญญาณ​บริสุทธิ์,fivefish.org/T80831,fivefish.org/T80831-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80831.zip,80831,5fi.sh/T80831,,,
9311,KHB,1147,Lu,ลู,Words of Life,พระคำแห่งชีวิต,"Romans 15:13 May the God of hope fill you with all joy and peace as you trust in Him, so that you may overflow with hope by the power of the Holy Spirit.",โรม 15:13 ขอ​ให้​พระเจ้า​ผู้​เป็น​แหล่ง​ของ​ความหวัง ช่วย​เติม​ให้​คุณ​เต็มเปี่ยม​บริบูรณ์​ไป​ด้วย​ความ​ชื่นชม​ยินดี​และ​สันติสุข ตาม​ความ​ไว้วางใจ​ที่​คุณ​มี​ใน​พระองค์ เพื่อ​คุณ​จะ​ได้​มี​ความหวัง​อย่าง​เหลือล้น ด้วย​อำนาจ​ของ​พระวิญญาณ​บริสุทธิ์,fivefish.org/T9311,fivefish.org/T9311-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/9311.zip,9311,5fi.sh/T9311,,,
3841,MFA,1958,Malay Pattani,มาเลปัตตานี,Songs,เพลง,Romans 3:23 For all have sinned and fall short of the glory of God.,โรม 3:23 เพราะ​ทุก​คน​ทำ​บาป​เหมือน​กัน​หมด และ​เสื่อม​จาก​พระบารมี​ของ​พระเจ้า,fivefish.org/T3841,fivefish.org/T3841-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/3841.zip,3841,5fi.sh/T3841,,,
26111,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 01,พระคำแห่งชีวิต 01,"Romans 4:20-21 Yet he did not waver through unbelief regarding the promise of God, but was strengthened in his faith and gave glory to God, being fully persuaded that God had power to do what He had promised.",โรม 4:20-21 แต่​อับราฮัม​ไม่​เคย​สงสัย​ใน​คำ​สัญญา​ของ​พระเจ้า​เลย กลับ​มี​ความ​ไว้วางใจ​มาก​ขึ้น ซึ่ง​เป็น​การ​ให้​เกียรติ​กับ​พระเจ้า 21 อับราฮัม​เชื่อ​อย่าง​แน่ว​แน่​ว่า พระเจ้า​สามารถ​ทำ​ใน​สิ่ง​ที่​พระองค์​ได้​สัญญา​ไว้,fivefish.org/T26111,fivefish.org/T26111-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/26111.zip,26111,5fi.sh/T26111,,,
27211,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 02,พระคำแห่งชีวิต 02,"Romans 5:5 And hope does not put us to shame, because God’s love has been poured out into our hearts through the Holy Spirit, Who has been given to us.",โรม 5:5 ความหวัง​นั้น​ไม่​เคย​ทำ​ให้​เรา​ผิดหวัง​เลย เพราะ​พระเจ้า​ได้​เท​ความรัก​ของ​พระองค์​เข้า​มา​ใน​จิตใจ​ของ​เรา ผ่าน​ทาง​พระวิญญาณ​บริสุทธิ์​ที่​พระองค์​ได้​ให้​กับ​เรา​ไว้,fivefish.org/T27211,fivefish.org/T27211-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27211.zip,27211,5fi.sh/T27211,,,
27220,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 03,พระคำแห่งชีวิต 03,"Romans 5:8 But God demonstrates His own love for us in this: While we were still sinners, Christ died for us.",โรม 5:8 แต่​พระเจ้า​ได้​แสดง​ความรัก​ต่อ​เรา โดย​ยอม​ส่ง​พระคริสต์​มา​ตาย​เพื่อ​เรา ทั้งๆ​ที่​เรา​ยัง​เป็น​คน​บาป​อยู่,fivefish.org/T27220,fivefish.org/T27220-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27220.zip,27220,5fi.sh/T27220,,,
27221,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 04,พระคำแห่งชีวิต 04,"Romans 6:23 For the wages of sin is death, but the gift of God is eternal life in Christ Jesus our Lord.",โรม 6:23 เพราะ​ค่าจ้าง​ที่​ความบาป​จ่าย​ให้​กับ​เรา​คือ​ความตาย แต่​ของขวัญ​ที่​พระเจ้า​ให้​กับ​เรา​นั้น​คือ​ชีวิต​ที่​อยู่​กับ​พระเจ้า​ตลอด​ไป ใน​พระเยซู​คริสต์เจ้า​ของ​เรา,fivefish.org/T27221,fivefish.org/T27221-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27221.zip,27221,5fi.sh/T27221,,,
27230,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 05,พระคำแห่งชีวิต 05,"Romans 8:32 He who did not spare His own Son, but gave Him up for us all-how will He not also, along with Him, graciously give us all things?",โรม 8:32 พระองค์​ไม่​หวง​แม้แต่​พระบุตร​ของ​พระองค์​เอง แต่​กลับ​มอบ​พระบุตร​นั้น​ให้​มา​ตาย​เพื่อ​เรา​ทุก​คน ถ้า​อย่าง​นั้น​พระองค์​จะ​ไม่​ยิ่ง​ให้​ทุก​สิ่ง​ทุก​อย่าง​กับ​เรา​พร้อม​กับ​พระบุตร​ด้วย​หรือ,fivefish.org/T27230,fivefish.org/T27230-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27230.zip,27230,5fi.sh/T27230,,,
27231,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 06,พระคำแห่งชีวิต 06,1 Corinthians 14:33 For God is not a God of disorder but of peace - as in all the congregations of the Lord's people.,1 โครินธ์ 14:33 เพราะ​พระเจ้า​ไม่​ได้​เป็น​พระเจ้า​แห่ง​ความ​วุ่นวาย แต่​เป็น​พระเจ้า​แห่ง​สันติสุข เหมือน​กับ​ที่​พระองค์​เป็น​ใน​ที่ประชุม​ทุก​แห่ง​ของ​คน​ของ​พระเจ้า,fivefish.org/T27231,fivefish.org/T27231-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27231.zip,27231,5fi.sh/T27231,,,
27240,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 07,พระคำแห่งชีวิต 07,1 Corinthians 14:40 But everything should be done in a fitting and orderly way.,1 โครินธ์ 14:40 แต่​ให้​ทำ​ทุก​อย่างนี้ อย่าง​เหมาะสม​และ​เป็น​ระเบียบ,fivefish.org/T27240,fivefish.org/T27240-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/27240.zip,27240,5fi.sh/T27240,,,
78071,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 08 - Why Jesus Died,พระคำแห่งชีวิต 08 - ทำไมพระเยซูจึงต้องตาย,"1 Corinthians 15:58 Therefore, my dear brothers, stand firm. Let nothing move you. Always give yourselves fully to the work of the Lord, because you know that your labor in the Lord is not in vain.",1 โครินธ์ 15:58 ดังนั้น พี่น้อง​ที่รัก ให้​มั่นคง อย่า​หวั่นไหว และ​ให้​ทุ่มเท​กับ​งาน​ของ​องค์​เจ้า​ชีวิต​ตลอด​เวลา เพราะ​คุณ​ก็​รู้​ว่า​จะ​ได้รับ​รางวัล​สำหรับ​งาน​หนัก​ที่​คุณ​ทำ​เพื่อ​องค์​เจ้า​ชีวิต​นั้น​แน่,fivefish.org/T78071,fivefish.org/T78071-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/78071.zip,78071,5fi.sh/T78071,,,
78072,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 09 - Fear of Evil Spirits,พระคำแห่งชีวิต 09 - กลัววิญญาณชั่ว,1 Corinthians 2:11 For who knows a person's thoughts except their own spirit within them? In the same way no one knows the thoughts of God except the Spirit of God.,1 โครินธ์ 2:11 เพราะ​ไม่มี​ใคร​รู้​ความคิด​ของ​คนอื่น​ได้​นอกจาก​วิญญาณ​ที่​อยู่​ใน​ตัว​ของ​เขา​เอง เช่น​เดียว​กัน ไม่มี​ใคร​รู้​ความคิด​ของ​พระเจ้า​ได้​นอกจาก​พระวิญญาณ​ของ​พระองค์​เอง,fivefish.org/T78072,fivefish.org/T78072-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/78072.zip,78072,5fi.sh/T78072,,,
78076,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 10 - Life After Death,พระคำแห่งชีวิต 10 - ชีวิตหลังความตาย,"1 Corinthians 2:12 We have not received the spirit of the world but the Spirit who is from God, that we may understand what God has freely given us.",1 โครินธ์ 2:12 เรา​ไม่ได้​รับ​วิญญาณ​ของ​โลกนี้ แต่​รับ​พระวิญญาณ​ที่​มา​จาก​พระเจ้า เพื่อ​เรา​จะ​ได้​เข้าใจ​สิ่งต่างๆ​ที่​พระเจ้า​ให้​เรา และ​พระองค์​ก็​ให้​เรา​อย่าง​ใจกว้าง​จริงๆ,fivefish.org/T78076,fivefish.org/T78076-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/78076.zip,78076,5fi.sh/T78076,,,
78073,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 11 - How Christians Live,พระคำแห่งชีวิต 11 - การดำเนินชีวิตคริสเตียน,1 Corinthians 3:16 Don’t you know that you yourselves are God’s temple and that God’s Spirit lives in you?,1 โครินธ์ 3:16 พวกคุณ​ไม่​รู้​หรือ​ว่า​พวกคุณ​เป็น​วิหาร​ของ​พระเจ้า และ​พระวิญญาณ​ของ​พระเจ้า​ก็​อยู่​ใน​หมู่​พวกคุณ,fivefish.org/T78073,fivefish.org/T78073-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/78073.zip,78073,5fi.sh/T78073,,,
78074,MFA,1958,Malay Pattani,มาเลปัตตานี,Words of Life 12 - Prayer,พระคำแห่งชีวิต 12 - การอธิษฐาน,"2 Corinthians 4:1 Therefore, since through God's mercy we have this ministry, we do not lose heart.",2 โครินธ์ 4:1 เรา​ไม่​ย่อท้อ​ง่ายๆ​เพราะ​งานนี้​พระเจ้า​เอง​เป็น​ผู้​มอบ​ให้​เรา​ทำ,fivefish.org/T78074,fivefish.org/T78074-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/78074.zip,78074,5fi.sh/T78074,,,
78075,MFA,1958,Malay Pattani,มาเลปัตตานี,"Words of Life 13 - God, Jesus Christ",พระคำแห่งชีวิต 13 - พระเจ้า พระเยซูคริสต์,"2 Corinthians 4:5 For we do not preach ourselves, but Jesus Christ our Lord, and ourselves as your servants for Jesus’ sake.",2 โครินธ์ 4:5 เรา​ไม่ได้​ประกาศ​ตัว​เรา​เอง แต่​เรา​ประกาศ​ว่า​พระเยซู​คริสต์​เป็น​องค์​เจ้า​ชีวิต และ​ตัวเรา​เอง​เป็น​ทาส​ของ​พวกคุณ เพราะ​เห็น​แก่​พระเยซู,fivefish.org/T78075,fivefish.org/T78075-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/78075.zip,78075,5fi.sh/T78075,,,
2691,ZSM,481,Malay Standard,มลายูกลาง,Words of Life,พระคำแห่งชีวิต,"2 Corinthians 5:17 Therefore, if anyone is in Christ, he is a new creation; the old has gone, the new has come!",2 โครินธ์ 5:17 ถ้า​ใคร​ก็ตาม​มีส่วน​ใน​พระคริสต์ คนนั้น​ได้​เข้า​สู่​โลกใหม่​ที่​พระเจ้า​ได้​สร้าง​ขึ้นมา​แล้ว สิ่ง​เก่าๆ​หายไป​หมดแล้ว ดูสิ สิ่ง​ใหม่ๆ​ก็​เกิดขึ้น,fivefish.org/T2691,fivefish.org/T2691-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/2691.zip,2691,5fi.sh/T2691,,,
2591,CMN,37,Mandarin,จีนกลาง,Becoming a Friend of God,เป็นเพื่อนของพระเจ้า,"2 Corinthians 5:21 God made Him who had no sin to be sin for us, so that in Him we might become the righteousness of God.",2 โครินธ์ 5:21 พระเจ้า​ทำให้​พระคริสต์​ผู้​ที่​ไม่มี​บาป​กลายเป็น​คนบาป​เพื่อ​เรา เพื่อ​ว่า​ใน​พระคริสต์​นั้น ความ​ซื่อสัตย์​ของ​พระเจ้า จะ​ได้​เห็น​เด่นชัด​ใน​ตัวเรา,fivefish.org/T2591,fivefish.org/T2591-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/2591.zip,2591,5fi.sh/T2591,,,
80890,CMN,37,Mandarin,จีนกลาง,Good News,ข่าวประเสริฐ,"2 Corinthians 7:1 Therefore, since we have these promises, dear friends, let us purify ourselves from everything that contaminates body and spirit, perfecting holiness out of reverence for God.",2 โครินธ์ 7:1 เพื่อน​ที่รัก ในเมื่อ​เรา​มี​คำ​สัญญา​พวกนี้ ก็​ขอให้​เรา​ชำระ​ตัวเอง​จาก​ทุกสิ่ง​ทุกอย่าง​ที่​ทำ​ให้​ร่างกาย​และ​จิตใจ​สกปรก ทำ​ตัว​ให้​บริสุทธิ์​ครบถ้วน​เพราะ​ยำเกรง​พระเจ้า,fivefish.org/T80890,fivefish.org/T80890-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/80890.zip,80890,5fi.sh/T80890,,,
64259,CMN,37,Mandarin,จีนกลาง,Good News - Female,ข่าวประเสริฐ – ผู้หญิง,"2 Corinthians 9:6-7 Remember this: “Whoever sows sparingly will also reap sparingly, and whoever sows generously will also reap generously. Each man should give what he has decided in his heart to give, not reluctantly or under compulsion, for God loves a cheerful giver.”",2 โครินธ์ 9:6-7 จำ​เอา​ไว้​ว่า “คน​ที่​หว่านน้อย​ก็​จะ​เก็บเกี่ยว​น้อย และ​คน​ที่​หว่านมาก​ก็​จะ​เก็บเกี่ยว​มากแต่ละ​คน​ควร​จะ​ให้​ตาม​ที่​ตั้งใจ​ไว้ ไม่ใช่​ให้​ด้วย​ความ​เสียดาย​หรือ​ถูก​บังคับ เพราะ​พระเจ้า​รัก​คน​ที่​ให้​ด้วย​ใจ​ที่​ชื่นชม​ยินดี”,fivefish.org/T64259,fivefish.org/T64259-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/64259.zip,64259,5fi.sh/T64259,,,
62908,CMN,37,Mandarin,จีนกลาง,Good News^ for university students,ข่าวประเสริฐ – สำหรับนักศึกษามหาวิทยาลัย,"Galatians 2:20 I have been crucified with Christ and I no longer live, but Christ lives in me. The life I live in the body, I live by faith in the Son of God, who loved me and gave Himself for me.",กาลาเทีย 2:20 ผม​ได้​ถูก​ตรึง​บน​ไม้กางเขน​จน​ตาย​ไป​พร้อม​กับ​พระคริสต์ คน​ที่​มี​ชีวิต​อยู่​ตอนนี้​ไม่ใช่​ตัว​ผม​แล้ว​แต่​เป็น​พระคริสต์​ต่างหาก​ที่​อยู่​ใน​ตัว​ผม ชีวิต​ที่​มี​อยู่​เดี๋ยวนี้​ก็​เป็น​ชีวิต​ที่​ไว้วางใจ​ใน​พระบุตร​ของ​พระเจ้า ผู้​ที่รัก​ผม​และ​เสียสละ​ชีวิต​ให้​ผม,fivefish.org/T62908,fivefish.org/T62908-001.mp3,https://files.globalrecordings.net/files/set/mp3-low/62908.zip,62908,5fi.sh/T62908,,,
